ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-07-03,6.5,2025-07-25,2024,final
2024-07-08,7.0,2024-07-31,2023,final
2023-04-18,10.95027,2023-05-11,2022,final
2022-07-01,8.95931,2022-07-22,2021,final
2021-08-30,3.98192,2021-09-22,2020,final
2020-08-31,1.99096,2020-09-23,2019,final
2019-07-08,3.98192,2019-07-31,2018,final
2018-07-06,3.98192,2018-08-01,2017,final
2017-05-19,3.48418,2017-06-09,2016,final
2016-04-08,2.47076,,2015,final
2015-07-02,4.94151,,2014,final
2014-10-02,4.94151,,2013,final
2013-10-04,3.45906,,2012,final
2012-10-04,4.44736,,2011,final
2011-09-23,1.97661,,2010,final
2009-06-12,3.95321,,2008,final
