ex_date,dividend,payment_date,fiscal_year,dividend_type
2017-06-15,1.5,2017-07-07,2016,final
2015-07-01,7.0,,2014,final
2014-06-26,7.0,,2013,final
2013-06-26,14.6,,2012,final
2012-07-06,6.13,,2011,final
2011-07-04,4.03,,2010,final
2010-07-21,1.05,,2009,final
2009-07-06,0.69,,2008,final
