ex_date,dividend,payment_date,fiscal_year,dividend_type
2020-06-15,17.0694,2020-07-08,2019,final
2019-05-20,33.12835,2019-06-12,2018,final
2018-04-23,26.50722,2018-05-17,2017,final
2017-03-20,24.18054,2017-04-13,2016,final
2016-04-18,24.01389,,2015,final
2015-03-30,27.95441,,2014,final
2014-04-08,52.52869,,2013,final
2013-05-14,18.25171,,2012,final
2012-06-06,23.56338,,2011,final
2011-07-05,25.1322,,2010,final
2010-07-01,21.95504,,2009,final
2009-07-03,9.00427,,2008,final
2008-07-11,11.48103,,2007,final
2007-07-18,8.24291,,2006,final
2006-07-21,10.08416,,2005,final
2005-06-20,15.19616,,2004,final
2004-07-08,9.55587,,2003,final
