ex_date,dividend,payment_date
2023-03-31,23,2023-04-18
2022-04-01,119,2022-04-21
2021-04-05,70,2021-04-22
2020-03-23,184,2020-04-14
2019-04-24,230,2019-05-14
2018-11-15,100,2018-12-04
2018-05-03,62,2018-05-21
2017-11-22,55,2017-12-12
2017-05-17,127,2017-05-23
2016-09-06,24,
2015-05-27,15,
2011-10-28,12,
2011-06-07,45,
2010-05-31,23,
2008-06-26,10,
