ex_date,dividend,payment_date
2024-08-19,5.0,2024-09-03
2023-11-16,2.0,2023-12-07
2023-07-03,3.0,2023-07-21
2023-05-29,3.0,2023-06-16
2022-05-09,3.8,2022-05-20
2021-05-06,1.69799,2021-05-28
2020-09-07,0.84899,2020-09-30
