ex_date,dividend,payment_date
2024-11-29,110,2024-12-16
2024-05-08,430,2024-05-27
2023-11-21,250,2023-12-07
2023-05-05,650,2023-05-17
2022-11-23,350,2022-12-14
2022-05-13,460,2022-05-27
2021-11-26,211,2021-12-16
