ex_date,dividend,payment_date,fiscal_year,dividend_type
2022-04-11,10.0067,2022-04-28,2021,final
2014-04-30,5537.28,,2013,final
2011-04-28,85858.83302,,2010,final
2010-05-03,55020.29981,,2009,final
