ex_date,dividend,payment_date
2024-02-21,54.39,2024-03-07
2023-04-28,53.09,2023-05-12
2022-03-28,52.11,2022-04-14
2021-05-17,48.85,2021-05-28
2020-05-06,48.2,2020-05-20
2019-05-08,45.61,2019-05-29
2018-02-28,44.1,2018-03-22
2017-02-08,43.64,2017-03-02
2016-02-09,43.0,
2015-04-16,41.86,
2014-04-29,40.61,
2013-04-19,39.74,
