ex_date,dividend,payment_date,fiscal_year,dividend_type
2024-07-16,5,2024-08-08,2023,final
2019-07-01,8,2019-07-22,2018,final
2018-07-02,8,2018-07-20,2017,final
2017-07-03,8,2017-07-12,2016,final
2016-06-17,8,,2015,final
