ex_date,dividend,payment_date,fiscal_year,dividend_type
2020-12-23,2.0,2020-12-30,2019,final
2018-06-05,2.96461,2018-06-27,2018,interim
2018-04-27,2.47051,2018-05-15,2018,interim
2018-04-04,7.0,,2017,final
