ex_date,dividend,payment_date
2024-05-27,29.0,2024-06-11
2023-06-08,42.0,2023-06-23
2022-06-02,15.0,2022-06-17
2021-06-09,15.0,2021-06-24
2020-07-17,25.0,2020-08-04
2019-05-13,30.0,2019-05-28
2018-05-14,40.0,2018-05-31
2017-05-16,30.0,2017-06-07
2016-06-08,16.38,
2015-05-07,30.04,
2014-05-21,28.0,
