ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-07-02,250.0,2025-07-22,2024,final
2024-07-09,200.0,2024-07-25,2023,final
2023-07-07,188.0,2023-07-25,2022,final
2022-08-02,215.0,2022-08-23,2021,final
2021-09-07,215.0,2021-09-28,2020,final
2020-07-24,215.0,2020-08-12,2019,final
2019-06-17,137.0,2019-07-04,2018,final
2018-11-06,58.0,2018-11-28,2018,interim
2018-06-20,162.0,2018-07-03,2017,final
2017-06-12,154.0,2017-07-04,2016,final
2016-06-13,128.0,,2015,final
2015-05-19,111.0,,2014,final
2014-07-11,95.0,,2013,final
2013-07-15,93.0,,2012,final
2012-07-16,84.5,,2011,final
2011-06-22,58.0,,2010,final
