ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-01-13,154.39,2025-01-15,2024,final
2024-11-06,179.19,2024-11-21,2024,interim
2024-07-03,345.14999,2024-07-09,2024,interim
2024-01-08,118.3948,2024-01-24,2023,final
2023-09-15,349.93311,2023-09-26,2023,interim
2023-06-06,341.40265,2023-06-16,2022,final
2022-12-23,580.59131,2022-12-30,2022,interim
2022-09-22,567.13165,2022-09-30,2022,interim
2022-05-18,411.0453,2022-05-23,2022,interim
2022-01-11,348.92401,2022-01-25,2021,final
2021-09-23,212.55112,2021-09-29,2021,interim
2021-05-21,222.77087,2021-06-03,2020,final
2020-07-01,57.12211,2020-07-17,2019,final
2019-04-10,53.88492,2019-04-22,2018,final
2018-10-03,151.22682,2018-10-19,2018,interim
2018-04-30,220.53812,2018-05-11,2017,final
2017-10-30,125.68,2017-11-08,2017,interim
2017-03-23,178.2973,2017-04-13,2016,final
2016-03-23,25.3119,,2015,final
2015-10-15,53.55,,2015,interim
2015-06-22,7.5,,2014,final
