ex_date,dividend,payment_date,fiscal_year,dividend_type
2024-07-02,80,2024-07-24,2023,final
2023-07-04,80,2023-07-26,2022,final
2022-06-27,80,2022-07-19,2021,final
2019-07-02,30,2019-07-23,2018,final
2018-06-21,30,2018-07-05,2017,final
2017-06-19,80,2017-07-12,2016,final
2016-06-13,80,,2015,final
2015-06-15,80,,2014,final
2014-07-14,80,,2013,final
2013-06-27,80,,2012,final
2012-07-16,80,,2011,final
2011-07-19,80,,2010,final
2010-07-19,40,,2009,final
2009-07-21,40,,2008,final
2008-06-30,80,,2007,final
2006-07-04,80,,2005,final
2005-06-27,100,,2004,final
2004-07-12,80,,2003,final
2003-06-25,70,,2002,final
2002-06-24,44,,2001,final
