ex_date,dividend,payment_date,fiscal_year,dividend_type
2024-05-28,28.0,2024-06-14,2023,final
2023-09-05,7.37882,2023-09-22,2023,interim
2023-06-14,9.77096,2023-07-07,2022,final
2022-06-30,4.48,2022-07-20,2021,final
2021-12-13,1.2483,2021-12-24,2021,interim
2021-08-12,0.5548,2021-09-03,2020,final
