ex_date,dividend,payment_date,fiscal_year,dividend_type
2024-06-25,4.0,2024-07-12,2023,final
2023-06-23,5.0,2023-07-14,2022,final
2022-09-16,5.0,2022-09-27,2021,final
2018-07-03,2.0,2018-07-12,2017,final
2017-12-13,2.0,2017-12-22,2017,interim
2017-05-29,2.0,2017-06-08,2016,final
2016-12-14,2.0,,2016,interim
2016-05-27,5.0,,2015,final
2015-11-27,40.0,,2015,interim
2015-11-16,4.0,,2015,interim
2015-04-30,35.0,,2014,final
2014-08-26,7.9,,2013,final
2013-11-27,2.9,,2013,interim
2013-07-22,6.0,,2013,interim
2013-01-02,4.0,,2012,final
2012-06-20,10.0,,2011,final
2010-11-12,1.0,,2010,interim
2010-06-22,1.26,,2009,final
