ex_date,dividend,payment_date
2024-07-02,20.0,2024-07-25
2023-07-05,20.0,2023-07-21
2022-08-02,35.0,2022-08-25
2021-08-24,7.0,2021-09-15
2019-06-27,4.25,2019-07-19
2018-07-05,3.0,2018-07-27
