ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-04-30,47.24,2025-05-21,2024,final
2023-05-17,74.64,2023-06-08,2022,final
2022-10-12,74.64,2022-10-28,2022,interim
2022-06-03,80.15,2022-06-21,2021,final
2021-06-09,30.49,2021-06-28,2020,final
2019-07-04,2.715,2019-07-26,2018,final
2018-05-07,24.79,2018-05-30,2017,final
2017-05-29,18.63492,2017-06-21,2016,final
2016-06-02,17.66653,,2015,final
2015-04-27,22.65,,2014,final
2014-05-28,5.1969,,2013,final
