ex_date,dividend,payment_date,fiscal_year,dividend_type
2016-06-01,160.0,,2015,final
2013-07-05,45.5,,2012,final
2011-07-12,45.5,,2010,final
2008-07-29,10.0,,2007,final
2004-06-21,1.25,,2003,final
2000-12-21,37.5,,1999,final
