ex_date,dividend,payment_date
2024-05-02,5.0,2024-05-22
2023-05-04,1.0,2023-05-17
2022-06-07,1.0,2022-06-29
2021-04-23,1.0,2021-05-11
2020-04-30,2.0,2020-05-20
2019-05-09,3.3,2019-05-31
2018-05-02,8.0,2018-05-25
2017-05-05,5.0,2017-05-26
2016-04-26,8.0,
2015-04-28,6.0,
