ex_date,dividend,payment_date,fiscal_year,dividend_type
2015-05-19,0.70551,,2014,final
2014-05-28,0.4233,,2013,final
2013-09-18,2.11652,,2012,final
2012-08-28,0.4233,,2011,final
2011-12-13,0.2822,,2010,final
2010-12-14,0.2822,,2009,final
2005-12-08,1.69322,,2004,final
2004-12-09,1.41101,,2003,final
2003-12-11,1.41101,,2002,final
2002-08-08,0.70551,,2001,final
