ex_date,dividend,payment_date,fiscal_year,dividend_type
2024-07-02,3.0,2024-07-18,2023,final
2023-06-06,1.5,2023-06-22,2022,final
2022-06-06,1.0,2022-06-22,2021,final
2013-06-17,19.72651,,2012,final
