ex_date,dividend,payment_date
2022-01-21,43.0,2022-02-08
2020-11-04,33.0,2020-11-20
2019-07-05,2.5,2019-07-22
2018-08-23,36.5,2018-09-10
2017-10-16,25.0,2017-11-09
2016-09-14,42.0,2017-04-03
