ex_date,dividend,payment_date,fiscal_year,dividend_type
2024-11-20,5,2024-12-03,2024,interim
2024-06-20,5,2024-07-10,2023,final
2023-07-04,2,2023-07-21,2022,final
2022-06-16,4,2022-07-08,2021,final
2020-12-03,3,2020-12-22,2020,interim
2020-08-11,2,2020-09-02,2019,final
