ex_date,dividend,payment_date,fiscal_year,dividend_type
2019-05-14,8.75,2019-05-29,2018,final
2018-05-18,10.0,2018-06-06,2017,final
2017-06-16,3.43,2017-07-12,2016,final
2016-06-10,1.23,,2015,final
2015-06-18,2.28,,2014,final
2014-05-23,2.28,,2013,final
2013-06-24,9.51,,2012,final
