ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-04-14,13.05,2025-04-25,2024,final
2024-04-17,29.83,2024-05-02,2023,final
2023-04-26,28.12,2023-05-12,2023,interim
2023-04-18,28.12,,2022,final
2022-05-10,23.93,2022-05-25,2021,final
