ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-07-08,50.0,2025-07-31,2024,final
2024-07-04,40.0,2024-07-26,2023,final
2023-07-11,33.0,2023-08-02,2022,final
2022-06-23,36.0,2022-07-15,2021,final
2021-08-24,47.5,2021-09-14,2020,final
2020-06-19,39.0,2020-07-10,2019,final
2019-07-03,36.5,2019-07-25,2018,final
2018-06-27,34.5,2018-07-11,2017,final
2017-06-30,34.5,2017-07-14,2016,final
2016-07-12,34.0,,2015,final
2015-06-23,32.5,,2014,final
2014-07-21,28.5,,2013,final
2013-06-25,27.0,,2012,final
2012-07-23,26.25,,2011,final
2011-07-22,17.5,,2010,final
2010-07-22,10.0,,2009,final
2009-06-17,7.5,,2008,final
2006-07-25,12.5,,2005,final
2005-06-10,12.5,,2004,final
2004-06-28,12.5,,2003,final
2003-07-01,8.75,,2003,interim
2003-02-06,5.0,,2002,final
2002-07-01,13.75,,2001,final
