ex_date,dividend,payment_date,fiscal_year,dividend_type
2024-06-06,94.0,2024-06-25,2023,final
2023-05-22,45.0,2023-05-30,2022,final
2020-04-27,210.0,2020-05-19,2019,final
2019-04-30,210.0,2019-05-23,2018,final
2018-04-27,205.0,2018-05-22,2017,final
2017-05-02,205.0,2017-05-24,2016,final
2016-04-29,205.0,,2015,final
2015-05-04,195.0,,2014,final
2014-05-16,185.0,,2013,final
2013-05-15,185.0,,2012,final
2012-05-14,185.0,,2011,final
2011-05-12,170.0,,2010,final
2010-05-14,160.0,,2009,final
2009-05-14,150.0,,2008,final
2008-05-16,140.0,,2007,final
2007-05-15,125.0,,2006,final
2006-05-16,110.0,,2005,final
2005-05-12,100.0,,2004,final
2004-05-14,82.5,,2003,final
2003-05-20,75.0,,2002,final
2002-05-16,62.5,,2001,final
2001-06-05,75.0,,2000,final
