ex_date,dividend,payment_date
2024-03-15,280.49518,2024-04-02
2023-03-28,196.39006,2023-04-14
2022-03-24,73.14845,2022-04-14
2021-04-08,22.01131,2021-04-30
2020-03-02,103.12054,2020-03-24
2019-05-22,100.64478,2019-06-14
2018-03-28,127.77774,2018-04-20
2017-03-24,106.40343,2017-04-20
2016-03-18,61.2669,
2015-03-25,72.27485,
2014-04-29,72.855,
2013-04-29,56.675,
2012-05-11,31.24,
2011-06-13,32.99,
2010-06-09,22.50557,
2009-11-26,4.47457,
2009-06-19,3.79201,
2008-06-18,13.93563,
2007-06-20,34.36507,
2006-06-16,25.2453,
2005-06-24,55.9653,
2004-07-02,11.23856,
