ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-01-10,1.5,2025-01-24,2024,final
2024-12-10,1.5,2025-01-24,2024,interim
2024-05-30,2.5,2024-06-14,2023,final
2023-05-25,1.6,2023-06-12,2022,final
2022-05-30,1.0,2022-06-17,2021,final
