ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-06-11,2.0,2025-07-02,2024,final
2024-06-11,2.5,2024-07-04,2023,final
2023-06-07,2.0,2023-06-27,2022,final
2022-05-18,1.0,2022-06-09,2021,final
2021-05-10,0.5,2021-06-02,2020,final
2020-07-27,1.0,2020-08-14,2019,final
2019-04-18,3.0,2019-05-10,2018,final
2018-04-16,2.0,2018-05-09,2017,final
2017-04-06,1.96273,2017-04-28,2016,final
2016-03-31,2.9441,,2015,final
