ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-04-15,374.057484,2025-04-25,2024,final
2024-03-15,280.49518,2024-04-02,2023,final
2023-03-28,196.39006,2023-04-14,2022,final
2022-03-24,73.14845,2022-04-14,2021,final
2021-04-08,22.01131,2021-04-30,2020,final
2020-03-02,103.12054,2020-03-24,2019,final
2019-05-22,100.64478,2019-06-14,2018,final
2018-03-28,127.77774,2018-04-20,2017,final
2017-03-24,106.40343,2017-04-20,2016,final
2016-03-18,61.2669,,2015,final
2015-03-25,72.27485,,2014,final
2014-04-29,72.855,,2013,final
2013-04-29,56.675,,2012,final
2012-05-11,31.24,,2011,final
2011-06-13,32.99,,2010,final
2010-06-09,22.50557,,2009,final
2009-11-26,4.47457,,2009,interim
2009-06-19,3.79201,,2008,final
2008-06-18,13.93563,,2007,final
2007-06-20,34.36507,,2006,final
2006-06-16,25.2453,,2005,final
2005-06-24,55.9653,,2004,final
2004-07-02,11.23856,,2003,final
