ex_date,dividend,payment_date
2024-08-09,28,2024-08-30
2024-05-30,48,2024-06-20
2023-06-15,50,2023-07-05
2022-05-24,28,2022-06-16
2021-06-28,8,2021-07-21
2020-06-12,5,2020-07-03
2019-06-12,7,2019-06-26
2018-11-09,5,2018-11-30
2018-05-18,5,2018-06-08
