ex_date,dividend,payment_date,fiscal_year,dividend_type
2024-10-22,70,2024-10-29,2023,final
2023-04-17,50,2023-05-03,2022,final
2022-04-18,60,2022-04-22,2021,final
2021-04-26,40,2021-05-07,2020,final
2020-06-29,20,2020-07-15,2019,final
2019-04-12,50,2019-04-30,2018,final
2018-09-06,50,2018-09-24,2018,interim
2018-04-13,50,2018-04-23,2017,final
2017-04-13,50,2017-05-05,2016,final
2016-04-12,15,,2015,final
2014-06-25,10,,2013,final
2013-07-04,20,,2012,final
2012-07-05,15,,2011,final
2011-07-01,73,,2010,final
2010-07-02,1,,2009,final
