ex_date,dividend,payment_date,fiscal_year,dividend_type
2005-07-20,3.0,,2004,final
2004-07-21,2.5,,2003,final
2003-07-07,4.5,,2002,final
2002-07-12,6.25,,2001,final
2001-07-20,6.25,,2000,final
2000-07-14,6.25,,1999,final
