ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-06-23,530,2025-07-15,2024,final
2016-07-28,0.00875,,2015,final
2015-06-16,0.02499,,2014,final
2014-06-30,0.03748,,2013,final
2013-07-10,0.0375,,2012,final
2012-06-13,0.045,,2011,final
2011-07-21,0.021,,2010,final
2010-07-26,0.016,,2009,final
2009-07-24,24.74,,2008,final
2007-07-06,0.02,,2006,final
2006-06-29,0.007,,2005,final
2005-07-13,0.0025,,2004,final
2004-08-02,0.003,,2003,final
2003-06-05,0.003,,2002,final
2002-06-18,0.0025,,2001,final
