ex_date,dividend,payment_date,fiscal_year,dividend_type
2020-06-15,33.842,2020-07-07,2019,final
2019-05-10,48.452,2019-05-29,2018,final
2018-05-07,46.876,2018-05-25,2017,final
2017-03-24,49.52,2017-04-13,2016,final
2016-05-11,29.06554,,2015,final
2015-05-29,20.88195,,2014,final
2014-04-22,24.76939,,2013,final
2013-05-23,18.23962,,2012,final
2012-06-08,14.14308,,2011,final
2011-07-08,13.84843,,2010,final
2010-07-12,9.60931,,2009,final
