ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-06-17,27.0,2025-07-04,2024,final
2024-06-13,24.0,2024-07-05,2023,final
2023-06-19,21.0,2023-07-07,2022,final
2022-07-04,19.5,2022-07-27,2021,final
2021-06-30,22.0,2021-07-23,2020,final
2020-07-08,24.0,2020-07-29,2019,final
2019-06-18,24.0,2019-07-05,2018,final
2018-06-25,26.0,2018-07-06,2017,final
2017-06-16,24.0,2017-07-12,2016,final
2016-07-13,21.0,,2015,final
2015-06-12,17.5,,2014,final
2014-06-20,13.5,,2013,final
2013-07-04,10.6,,2012,final
2012-06-15,8.6,,2011,final
2011-07-01,6.6,,2010,final
2010-06-21,4.8,,2009,final
2009-06-22,3.4,,2008,final
2008-06-06,2.8,,2007,final
2007-06-29,1.8,,2006,final
2006-07-06,1.4,,2005,final
