ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-10-24,25,2025-10-30,2025,interim
2025-06-26,10,2025-07-09,2024,final
2014-03-05,50,,2013,final
2013-04-22,50,,2012,final
2012-07-17,20,,2011,final
