ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-07-09,5.0,2025-07-31,2024,final
2024-07-02,5.0,2024-07-25,2023,final
2023-07-06,1.0,2023-07-26,2022,final
2022-08-08,1.0,2022-08-31,2021,final
2019-05-22,1.0,2019-06-14,2018,final
2018-06-21,1.0,2018-07-06,2017,final
2017-07-05,3.0,2017-07-21,2016,final
2016-05-30,5.0,,2015,final
2015-06-17,2.5,,2014,final
2014-07-18,2.0,,2013,final
2013-07-19,2.0,,2012,final
2012-07-19,1.125,,2011,final
2011-07-20,0.75,,2010,final
2010-07-16,0.75,,2009,final
2008-07-15,0.75,,2007,final
