ex_date,dividend,payment_date,fiscal_year,dividend_type
2024-05-27,90,2024-06-14,2023,final
2023-05-29,160,2023-06-08,2022,final
2022-06-07,500,2022-06-24,2021,final
2021-07-19,500,2021-08-10,2020,final
2020-12-09,225,2020-12-18,2020,interim
2020-08-07,500,2020-08-28,2019,final
2019-05-31,550,2019-06-21,2018,final
2018-05-31,700,2018-06-22,2017,final
2017-05-31,929,2017-06-22,2016,final
2016-05-18,415,,2015,final
2015-05-22,1350,,2014,final
2014-06-20,900,,2013,final
2013-06-21,450,,2012,final
2012-06-19,293,,2011,final
2011-06-20,263,,2010,final
2010-06-22,225,,2009,final
2009-06-03,150,,2008,final
2008-06-06,40,,2007,final
2007-06-28,30,,2006,final
2006-07-20,50,,2005,final
