ex_date,dividend,payment_date
2024-05-22,40.0,2024-06-06
2023-05-30,25.0,2023-06-07
2022-05-24,27.5,2022-06-03
2021-05-20,25.0,2021-06-03
2020-06-15,14.75,2020-07-02
2019-06-13,12.5,2019-06-25
2018-06-27,10.75,2018-07-11
