ex_date,dividend,payment_date
2020-07-16,1.0,2020-08-07
2019-06-27,3.0,2019-07-19
2018-05-28,8.0,2018-06-21
2017-05-29,3.0,2017-06-21
2016-05-26,3.0,
2015-07-07,5.38,
2014-07-01,2.0,
