ex_date,dividend,payment_date
2024-07-01,10,2024-07-19
2023-07-05,15,2023-07-21
2022-06-28,15,2022-07-20
2020-09-08,3,2020-09-30
2019-06-27,6,2019-07-19
2018-06-27,3,2018-07-20
2017-07-04,6,2017-07-19
2016-06-24,5,
2015-07-02,15,
2014-08-05,20,
2013-07-30,15,
2011-07-18,10,
2010-07-16,6,
2008-07-16,1,
2006-07-13,3,
