ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-06-26,1,2025,07-18,2024,final
2024-07-04,1,2024-07-26,2023,final
2023-06-14,1,2023-07-07,2022,final
2021-08-18,1,2021-09-08,2020,final
2020-08-07,2,2020-08-28,2019,final
2019-05-24,1,2019-06-14,2018,final
