ex_date,dividend,payment_date,fiscal_year,dividend_type
2024-06-07,115,2024-06-28,2023,final
2023-06-06,135,2023-06-23,2022,final
2022-05-30,180,2022-05-31,2021,final
2021-06-08,115,2021-06-25,2020,final
2020-06-02,90,2020-06-17,2019,final
2019-06-13,480,2019-06-28,2018,final
2017-11-03,105,2017-11-29,2017,interim
2017-05-30,25,2017-06-20,2016,final
2016-11-24,10,,2016,interim
2016-06-08,17,,2015,final
2015-06-01,7,,2014,final
