ex_date,dividend,payment_date,fiscal_year,dividend_type
2020-08-19,6.0,2020-09-10,2019,final
2019-06-24,8.0,2019-07-16,2018,final
2018-06-08,4.64286,2018-07-03,2017,final
2017-06-08,4.64286,2017-06-22,2016,final
2016-06-23,4.64286,,2015,final
2015-05-29,4.64286,,2014,final
2014-07-23,4.64286,,2013,final
2013-06-03,4.64286,,2012,final
2012-06-18,1.85714,,2011,final
2011-06-14,3.53742,,2010,final
2010-07-14,3.53742,,2009,final
2009-06-05,1.76871,,2008,final
2008-06-18,0.88435,,2007,final
2007-06-20,0.88435,,2006,final
2005-11-16,4.42177,,2004,final
