ex_date,dividend,payment_date,fiscal_year,dividend_type
2019-05-24,2,2019-06-14,2018,final
2017-05-29,5,2017-06-20,2016,final
2016-07-12,5,,2015,final
2015-06-17,10,,2014,final
2014-07-11,8,,2013,final
2013-07-30,5,,2012,final
2012-07-19,3,,2011,final
