ex_date,dividend,payment_date,fiscal_year,dividend_type
2024-12-06,9.0,2024-12-16,2024,interim
2024-08-19,5.0,2024-08-28,2024,interim
2024-06-07,3.5,2024-06-19,2023,final
2023-11-23,4.0,2023-12-01,2023,interim
2023-05-12,3.0,2023-05-31,2022,final
