ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-05-09,6.0,2025-05-28,2024,final
2024-05-13,2.7,2024-05-31,2023,final
2023-07-11,54.0,2023-08-02,2022,final
2022-07-11,666.67,2022-08-03,2021,final
2021-07-02,139.5,2021-07-23,2020,final
2020-08-19,10.7,2020-09-09,2019,final
2019-04-25,162.5,2019-05-10,2018,final
2018-06-27,122.5,2018-07-19,2017,final
2017-05-19,8.5,2017-06-09,2016,final
2016-05-03,8.25,,2015,final
2015-06-05,9.0,,2014,final
2014-05-19,83.5,,2013,final
2013-05-28,4.5,,2012,final
2012-05-11,4.35,,2011,final
2011-05-13,5.6,,2010,final
2010-07-09,15.0,,2009,final
2009-06-15,10.0,,2008,final
2008-05-16,1.05,,2007,final
2006-05-29,1.25,,2005,final
2005-07-13,1.25,,2004,final
2003-07-22,6.5,,2002,final
