ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-12-03,55.0,2025-12-22,2025,interim
2025-03-21,250.0,2025-04-11,2024,final
2024-11-21,50.0,2024-12-11,2024,interim
2024-03-25,227.5,2024-04-04,2023,final
2023-12-04,42.5,2023-12-20,2023,interim
2023-03-29,170.0,2023-04-14,2022,final
2022-12-02,35.0,2022-12-20,2022,interim
2022-03-28,120.0,2022-04-19,2021,final
2021-11-17,25.0,2021-12-07,2021,interim
2021-04-08,86.4,2021-04-28,2020,final
2020-12-08,19.6,2020-12-22,2020,interim
2020-04-21,91.0,2020-05-11,2019,final
2019-12-06,20.0,2019-12-20,2019,interim
2019-04-24,51.0,2019-04-30,2018,final
2018-12-03,17.0,2018-12-21,2018,interim
2018-04-13,35.0,2018-04-30,2017,final
2017-11-29,16.0,2017-12-20,2017,interim
2017-04-17,26.0,2017-04-28,2016,final
2016-12-01,14.0,,2016,interim
2016-04-15,21.0,,2015,final
2015-11-13,11.0,,2015,interim
2015-04-17,19.6,,2014,final
2014-12-05,10.0,,2014,interim
2014-04-30,15.0,,2013,final
2013-11-29,9.0,,2013,interim
2013-05-29,14.2,,2012,final
2012-12-04,8.7,,2012,interim
2012-06-11,14.0,,2011,final
2011-12-07,8.7,,2011,interim
2011-06-07,14.0,,2010,final
2010-11-22,8.5,,2010,interim
2010-06-01,14.0,,2009,final
2009-11-13,8.0,,2009,interim
2009-06-10,13.0,,2009,interim
2009-01-16,7.0,,2008,final
2008-06-13,12.7,,2007,final
2007-11-30,5.5,,2007,interim
2007-06-11,11.5,,2006,final
2006-10-11,5.5,,2006,interim
2006-06-07,9.0,,2005,final
2005-10-07,5.0,,2005,interim
2005-07-20,8.0,,2004,final
2004-11-23,5.0,,2004,interim
2004-07-01,22.5,,2003,final
