ex_date,dividend,payment_date,fiscal_year,dividend_type
2018-07-05,5.0,2018-07-27,2017,final
2017-07-10,5.0,2017-08-03,2016,final
2016-05-12,5.0,,2015,final
2015-05-28,25.0,,2014,final
2014-10-17,25.0,,2013,final
2013-09-11,24.0,,2012,final
2012-07-30,14.0,,2011,final
2011-12-07,10.0,,2010,final
2010-12-06,5.0,,2009,final
2009-11-09,3.5,,2008,final
2007-11-29,14.56,,2007,interim
2007-07-12,12.43,,2006,final
