ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-05-14,60,2025-06-04,2024,final
2016-07-01,3.91556,,2015,final
2015-07-03,5.82536,,2014,final
2014-08-05,7.85032,,2013,final
2013-08-14,6.07488,,2012,final
2012-07-10,3.64685,,2011,final
2011-07-29,1.02688,,2010,final
2010-07-12,0.69098,,2009,final
2009-08-07,0.40307,,2008,final
2008-07-02,1.13244,,2007,final
