ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-05-27,53.4,2025-06-16,2024,final
2023-05-16,88.33334,2023-05-31,2022,final
2021-05-10,46.63133,2021-05-28,2020,final
2014-12-01,122.05972,,2013,final
2013-12-02,29.71392,,2013,interim
2013-05-15,24.25223,,2012,final
2012-12-07,23.96633,,2012,interim
2012-05-15,78.5733,,2011,final
2011-11-03,88.13617,,2011,interim
2011-05-03,123.29205,,2010,final
2010-10-06,175.91742,,2010,interim
2010-03-25,126.35809,,2009,final
2009-12-10,103.23959,,2008,final
2008-04-17,0.019855,,2007,final
2007-11-21,0.096486,,2007,interim
2007-04-25,0.046829,,2006,final
2006-11-20,22.53486,,2006,interim
2006-04-26,73.53356,,2005,final
2005-11-23,0.002465,,2004,final
