ex_date,dividend,payment_date,fiscal_year,dividend_type
2024-06-13,34,2024-07-05,2023,final
2023-06-05,37,2023-06-23,2022,final
2022-05-23,36,2022-06-10,2021,final
2021-06-21,36,2021-07-09,2020,final
2020-07-03,21,2020-07-24,2019,final
2019-07-05,18,2019-07-26,2018,final
2017-06-09,34,2017-07-05,2016,final
2016-06-06,25,,2015,final
2015-06-12,20,,2014,final
