ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-07-03,8.0,2025-07-25,2024,final
2024-06-25,10.0,2024-07-12,2023,final
2023-07-05,10.0,2023-07-21,2022,final
2022-07-08,7.5,2022-07-29,2021,final
2021-05-24,8.5,2021-06-10,2020,final
2020-07-24,10.0,2020-08-14,2019,final
2019-06-28,10.0,2019-07-19,2018,final
2018-06-21,10.0,2018-07-06,2017,final
2017-06-14,5.0,2017-07-07,2016,final
2015-06-25,5.5,,2014,final
2014-07-03,10.0,,2013,final
2013-09-30,22.8,,2013,interim
2013-07-01,22.374394,,2012,final
2012-06-19,9.420798,,2011,final
2010-08-16,2.963114,,2009,final
2009-08-24,5.92623,,2008,final
2008-08-22,5.92623,,2007,final
2005-07-07,2.96311,,2004,final
2003-07-23,2.96311,,2002,final
