ex_date,dividend,payment_date,fiscal_year,dividend_type
2024-06-28,17.0,2024-07-19,2023,final
2023-07-11,19.0,2023-08-03,2022,final
2022-07-04,22.8,2022-07-27,2021,final
2021-06-07,13.8,2021-06-25,2020,final
2019-05-20,10.0,2019-05-31,2018,final
2018-05-02,7.6,2018-05-25,2017,final
2017-07-05,4.0,2017-07-21,2016,final
2016-06-17,4.0,,2015,final
2015-06-17,4.0,,2014,final
2013-06-26,12.0,,2012,final
