ex_date,dividend,payment_date,fiscal_year,dividend_type
2024-10-16,67.0,2024-10-25,2024,interim
2024-05-14,85.0,2024-05-27,2023,final
2023-09-29,77.0,2023-10-10,2023,interim
2023-05-17,140.0,2023-05-30,2022,final
2022-08-01,88.0,2022-08-10,2021,final
2021-06-11,86.0,2021-06-25,2020,final
2020-04-29,99.0,2020-05-11,2019,final
2019-06-19,588.0,2019-07-02,2018,final
2017-11-10,210.0,2017-11-21,2016,final
2016-04-15,43.0,,2015,final
2015-04-16,70.0,,2014,final
2014-06-03,42.5,,2013,final
2013-07-08,42.5,,2012,final
2012-08-14,84.5,,2011,final
2011-08-16,2.5,,2010,final
2010-08-12,1.25,,2009,final
2008-08-12,1.25,,2007,final
2007-08-14,1.25,,2006,final
2006-08-10,1.25,,2005,final
