ex_date,dividend,payment_date,fiscal_year,dividend_type
2021-05-11,30.0,2021-06-03,2020,final
2020-08-05,28.0,2020-08-27,2019,final
2019-06-12,7.0,2019-06-27,2018,final
2018-06-06,5.0,2018-06-29,2017,final
2017-05-29,5.0,2017-06-21,2016,final
2013-08-13,3.5,,2012,final
