ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-06-19,100,2025-07-10,2024,final
2024-06-24,75,2024-07-11,2023,final
2023-06-15,150,2023-07-06,2022,final
2022-06-16,200,2022-07-07,2021,final
2021-06-17,300,2021-07-08,2020,final
2020-06-18,500,2020-07-08,2019,final
2019-05-13,350,2019-05-29,2018,final
2018-05-17,350,2018-06-08,2017,final
2017-06-02,300,2017-06-22,2016,final
2016-06-08,225,,2015,final
2015-06-18,200,,2014,final
2014-06-26,150,,2013,final
2013-07-03,250,,2012,final
2012-07-02,170,,2011,final
2011-06-22,90,,2010,final
2010-06-30,30,,2009,final
2009-06-02,30,,2008,final
2008-06-23,30,,2007,final
2007-06-12,70,,2006,final
2006-06-26,70,,2005,final
2004-06-25,35,,2003,final
2003-07-15,50,,2002,final
2002-07-12,30,,2001,final
