ex_date,dividend,payment_date
2025-02-10,14.0,2025-02-24
2024-02-12,18.5,2024-02-23
2023-11-27,25.0,2023-12-04
2023-02-07,16.0,2023-02-24
2022-10-27,32.5,2022-11-11
2022-02-10,20.0,2022-02-25
2021-11-11,30.52922,2021-12-03
2021-03-08,13.5,2021-03-30
2020-10-16,22.5,2020-11-06
