ex_date,dividend,payment_date,fiscal_year,dividend_type
2017-05-30,3.0,2017-06-22,2016,final
2015-07-01,17.31335,,2014,final
2013-11-11,22.89863,,2012,final
2012-09-27,17.92067,,2011,final
2011-08-22,17.92067,,2010,final
2010-07-29,17.32331,,2009,final
2009-07-30,17.32331,,2008,final
2008-08-13,4.97796,,2007,final
2005-12-08,4.97796,,2004,final
2004-12-09,4.97796,,2004,interim
2004-08-30,4.97796,,2003,final
2003-08-01,19.91185,,2002,final
2001-11-23,14.93389,,2001,interim
2001-08-10,14.93389,,2000,final
