ex_date,dividend,payment_date,fiscal_year,dividend_type
2025-07-08,3.0,2025-07-31,2024,final
2024-06-28,5.0,2024-07-19,2023,final
2020-09-08,5.0,2020-10-01,2019,final
2019-05-13,5.0,2019-05-31,2018,final
2018-06-25,5.0,2018-07-06,2017,final
2017-05-29,7.0,2017-06-21,2016,final
2016-06-24,3.2,,2015,final
2015-05-28,1.4,,2014,final
2014-08-05,1.4,,2013,final
2013-06-24,6.2,,2012,final
2011-07-04,0.6,,2010,final
2003-07-02,1.6,,2002,final
