ex_date,dividend,payment_date
2024-05-16,84.72778,2024-06-05
2023-05-04,245.19,2023-05-17
2022-04-11,172.16101,2022-04-28
2021-04-08,187.77756,2021-04-29
2020-06-30,40.21811,2020-07-23
2019-06-10,207.0639,2019-06-21
2018-05-09,135.45314,2018-05-31
2017-04-10,304.07401,2017-05-03
2016-05-23,304.06403,
2015-04-24,374.29862,
2014-04-29,406.28964,
2013-05-30,366.67984,
2012-07-18,329.97195,
2011-07-28,247.5712,
2010-12-28,57.83908,
2010-07-20,249.75513,
2009-12-08,57.83908,
2009-07-22,214.59296,
2008-05-30,149.24477,
2007-07-20,108.90302,
2006-07-24,44.18906,
